FECHA_CORTE,UBIGEO,ANIO,DEPARTAMENTO,PROVINCIA,FECHA_UTC,HORA_UTC,TIPO,FRECUENCIA_PRINCIPAL,DURACION,ENERGIA,VOLCAN
20250530,0401,2024,AREQUIPA,AREQUIPA,20240627,121806,TO,7.0,87.71,0.000125,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240627,231337,VT,2.8,42.82,0.0001,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240627,234448,VT,3.5,41.41,6.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,11623,VT,3.5,42.34,8.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,31501,VT,3.0,44.33,6.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,34057,VT,4.7,48.65,0.000132,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,34606,VT,3.8,52.81,0.000184,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,43050,VT,2.9,25.92,0.000157,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,43641,VT,4.6,72.13,0.000118,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,44833,VT,3.4,44.15,4.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,81021,VT,5.2,30.84,0.000352,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,82556,VT,7.8,26.51,5.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240628,231048,VT,7.3,45.06,0.000157,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240629,2812,VT,5.3,54.31,0.000179,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240629,10708,VT,4.2,54.04,4.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240629,15145,VT,8.8,34.78,8.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240629,192700,VT,4.2,34.13,0.000134,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,32227,VT,5.4,26.71,0.000705,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,32553,VT,5.3,29.59,0.000643,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,51247,VT,5.5,66.38,0.00173,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,53009,VT,3.1,55.53,0.000109,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,73925,VT,3.0,32.54,2.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,123607,VT,9.8,34.83,3.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,125705,VT,5.4,36.86,0.000182,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,164117,VT,4.2,42.0,6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,180352,VT,3.4,34.11,7.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,184322,VT,5.5,39.18,0.00085,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,191806,VT,2.9,29.49,5.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,230711,VT,2.9,40.51,5.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,233726,VT,2.9,26.32,3.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240630,234533,VT,5.1,59.59,0.003176,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240701,32436,TO,9.1,72.46,0.000491,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240701,33301,VT,3.4,46.61,4.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240701,160659,VT,3.5,35.37,0.00035,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240701,233355,VT,3.1,45.7,0.000121,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,11403,VT,5.3,25.94,6.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,14241,VT,8.5,45.61,0.000145,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,20325,VT,3.8,42.68,0.0002,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,21240,VT,2.9,38.89,0.000105,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,22646,VT,2.8,36.02,8.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,22937,VT,4.2,45.53,5.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,33956,VT,4.1,38.5,8.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,34241,VT,5.3,23.83,3.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,34603,VT,2.8,38.15,0.000376,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,40109,VT,5.2,23.01,6.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,64545,VT,3.8,40.32,6.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,104415,VT,3.4,30.82,5.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,174135,VT,3.0,33.72,0.000108,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,180505,VT,2.8,38.48,7.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,183407,VT,2.3,24.34,5.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,183635,VT,3.0,26.7,8.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,195005,VT,3.0,36.99,0.000146,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,201547,VT,5.8,30.28,0.000104,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,202030,VT,2.9,49.43,0.000277,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,205309,VT,5.3,63.79,0.001432,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,213850,VT,3.0,28.93,0.00013,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,223519,VT,3.0,40.2,5.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240702,235148,VT,3.4,47.94,0.000218,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240703,4604,VT,3.1,51.62,8.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240703,131020,VT,3.0,29.83,0.000104,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240703,141205,VT,2.9,33.57,6.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240703,215316,VT,2.8,43.12,0.000206,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240703,224505,VT,5.2,34.37,6.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240703,235354,VT,2.9,46.26,0.000114,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240704,12421,VT,5.3,56.33,7.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240704,15000,VT,5.3,41.12,9.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240704,20355,VT,2.8,42.4,5.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240704,22626,VT,3.1,65.53,6.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240704,25111,VT,5.2,35.82,3.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240704,25752,VT,5.2,47.41,0.000129,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240704,32800,VT,3.8,40.85,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240704,40135,VT,5.2,53.55,4.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240704,132805,VT,2.8,44.01,5.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240705,11245,VT,5.2,14.7,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240705,11946,VT,5.5,15.67,3.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240705,50447,VT,4.6,11.72,1.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240705,91926,VT,10.8,16.42,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240705,122650,VT,6.7,17.28,6.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240705,160957,VT,3.0,19.65,6.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240706,21309,VT,3.4,15.72,4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240706,22403,VT,3.1,15.12,3.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240706,31831,VT,4.4,24.29,3.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240706,81324,VT,5.4,18.89,7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240706,124547,VT,3.4,26.58,0.000401,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240706,152444,VT,2.9,15.81,3.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240707,42245,VT,3.5,40.33,8.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240708,152031,VT,3.4,18.33,0.000544,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240709,62415,VT,5.4,35.9,0.000182,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240709,232746,VT,2.7,28.57,7.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240709,233443,VT,3.3,44.24,0.000114,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240709,233902,VT,2.6,28.24,5.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240709,235218,VT,3.0,30.14,5.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240710,223204,VT,4.4,29.15,0.00012,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240711,13045,VT,9.8,44.06,0.002944,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240711,70952,VT,4.8,64.21,0.001757,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240711,72425,VT,5.1,33.25,0.000204,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240713,101340,VT,4.6,26.47,7.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240713,103206,VT,7.3,35.4,8.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240713,193655,VT,5.1,43.17,0.001557,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240715,82013,VT,5.6,61.05,0.000966,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240715,125445,VT,9.5,33.08,0.000497,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240715,131319,VT,3.5,39.15,0.000123,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240715,134637,VT,5.5,47.0,0.000731,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,1309,VT,3.1,34.26,0.000101,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,3254,VT,5.4,38.26,7.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,32617,VT,3.1,38.48,3.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,35053,VT,3.0,38.47,7.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,44635,VT,2.9,36.59,0.000115,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,50622,VT,13.8,28.72,7.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,50708,VT,2.8,20.96,0.000262,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,50736,VT,3.1,22.29,4.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,51631,VT,2.8,28.95,6.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,60301,VT,8.2,28.18,5.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,63759,TO,3.6,98.53,0.002673,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,82847,VT,8.8,39.86,8.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,84341,VT,7.9,46.13,0.000141,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,124428,VT,2.8,28.99,5.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,181059,VT,5.5,26.94,0.000116,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,184443,VT,3.1,51.21,0.000137,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,204854,VT,2.4,33.15,7.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,205657,VT,3.8,47.32,0.000167,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240716,224725,VT,5.1,46.12,0.000166,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,11524,VT,8.8,44.96,4.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,84442,VT,3.3,40.1,5.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,101053,VT,3.8,38.91,5.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,101825,VT,3.8,37.16,3.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,132535,VT,2.7,27.25,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,161045,VT,4.5,43.95,0.000146,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,163529,VT,5.5,32.75,0.000106,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,173838,VT,3.8,45.67,7.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,200942,VT,2.9,20.55,7.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,201110,VT,2.6,33.5,6.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,211555,VT,3.7,41.71,6.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,214847,VT,2.9,47.05,0.000138,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,220423,VT,2.8,29.47,3.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,221957,VT,2.8,50.43,0.001327,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240717,231318,VT,3.5,35.69,4.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,1535,VT,3.0,43.35,3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,15725,VT,3.2,65.01,0.001326,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,40546,VT,3.1,22.49,3.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,53443,VT,5.2,35.54,0.001021,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,53553,VT,4.1,46.69,0.000113,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,91233,VT,2.8,29.18,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,113149,VT,2.9,27.73,3.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,132458,VT,3.4,34.65,0.000131,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,184043,VT,5.4,33.8,9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,204802,VT,7.3,45.16,0.000717,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,212800,VT,2.5,41.55,5.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240718,232143,VT,2.1,47.64,5.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240719,3356,VT,2.9,48.55,5.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240719,3400,VT,5.5,34.55,4.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240719,30907,VT,5.3,32.34,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240719,64334,VT,4.7,38.84,8.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240719,93234,VT,4.2,47.18,4.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240719,100730,VT,5.5,35.37,4.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240719,103508,VT,3.4,57.95,6.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240719,111047,VT,4.2,42.24,3.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240719,141001,VT,5.3,28.98,0.000153,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240720,3150,VT,5.1,59.41,0.00202,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240720,71553,VT,2.9,32.27,0.000121,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240720,234723,VT,5.5,37.36,0.000162,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240721,170921,VT,5.9,62.48,0.115397,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240721,211727,VT,3.2,36.22,7.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240721,220954,VT,4.7,26.15,6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240721,221325,VT,4.8,28.34,4.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240721,221600,VT,2.9,32.27,6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240721,222128,VT,3.6,35.69,6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240721,235008,VT,5.4,27.08,6.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240723,3219,VT,3.4,45.67,9.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240723,52655,TO,3.4,96.84,0.001806,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240723,82401,VT,2.8,32.31,3.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240723,124242,VT,5.4,40.69,0.0001,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240723,141622,TO,6.5,105.86,0.011722,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240724,32356,VT,5.4,36.13,7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240724,64342,VT,3.4,35.68,9.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240724,75506,VT,3.8,39.41,0.000158,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240724,211651,VT,3.0,15.89,4.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240724,215215,VT,8.6,12.45,0.000273,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240724,234423,VT,6.6,14.6,0.000167,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240725,1252,VT,2.7,12.23,2.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240725,15744,VT,7.3,20.58,0.00072,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240725,33042,VT,5.1,24.76,0.000118,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240725,72342,VT,4.0,13.57,5.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240725,74826,VT,3.1,25.13,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240725,81030,VT,5.1,25.26,0.000766,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240725,91057,VT,4.4,27.11,4.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240725,102350,VT,3.2,24.35,0.001327,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240725,110907,VT,5.4,18.37,5.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,3818,VT,3.9,14.98,4.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,41710,VT,3.1,25.7,0.000658,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,84607,VT,3.2,25.4,0.001062,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,90830,VT,5.4,16.08,3.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,92127,VT,6.2,8.8,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,103143,VT,3.2,25.13,0.000124,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,114748,VT,5.2,16.51,0.000232,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,124211,VT,4.0,17.88,4.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,131424,VT,3.4,23.11,0.000587,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240726,131910,VT,9.7,10.36,3.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,25516,VT,3.8,32.72,6.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,60403,VT,3.1,50.07,0.000124,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,70704,VT,5.4,40.65,5.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,82414,VT,3.3,39.43,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,82708,VT,2.8,30.48,4.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,93915,VT,7.3,58.34,9.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,103615,VT,9.4,37.64,5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,112039,VT,3.4,32.02,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,120951,VT,5.3,30.67,4.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,160746,VT,5.5,40.27,0.000111,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,214813,VT,5.3,30.3,8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,215417,VT,4.6,47.18,0.000235,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,221042,VT,5.2,43.95,7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,221548,VT,5.2,38.51,9.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240727,230104,VT,3.4,39.82,4.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240728,11353,VT,2.8,36.78,5.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240728,12343,VT,3.1,42.34,4.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240728,12650,VT,2.8,26.79,3.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240728,15004,VT,3.1,52.89,7.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240728,104041,VT,6.4,38.28,0.000109,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240728,123408,VT,3.2,40.73,6.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240728,154519,VT,5.6,36.45,5.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240728,162437,VT,3.9,23.33,4.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240728,195425,VT,5.2,30.65,0.000883,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240729,152729,VT,2.7,95.02,0.000483,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240729,202719,VT,5.4,41.18,0.000159,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240730,134543,VT,3.5,86.52,0.000614,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240731,90312,VT,5.2,34.53,4.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240731,93728,VT,3.1,50.44,8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240731,120725,VT,4.8,51.9,0.000108,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240731,130516,VT,2.5,62.51,0.000101,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240731,144302,VT,3.1,53.94,0.000177,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240731,231342,VT,5.4,34.03,7.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,31225,VT,5.3,48.57,0.000159,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,34703,VT,3.2,40.43,3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,40036,VT,3.5,33.63,3.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,71855,VT,4.9,49.76,2.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,111056,VT,6.3,74.66,0.049409,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,120441,VT,4.1,25.45,4.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,125312,VT,5.3,42.45,4.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,130413,VT,2.9,39.18,0.000467,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,151517,VT,5.2,44.8,0.000903,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,161214,VT,3.1,13.96,0.000212,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,162959,VT,8.8,37.92,0.000649,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,164601,VT,5.5,18.05,0.000143,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240801,164931,VT,5.5,34.57,0.000241,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240802,74414,VT,5.3,28.76,2.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240802,84508,VT,5.5,40.94,7.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240802,91134,VT,2.8,10.86,1.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240802,91341,VT,3.6,19.77,0.000165,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240802,93930,VT,3.4,16.18,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240802,101947,VT,4.7,14.83,0.000128,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240802,102206,VT,3.4,26.71,2.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20240802,103209,VT,3.5,25.2,3.1e-05,MISTI
