FECHA_CORTE;ANIO;COD_DPTO;NOM_DPTO;NOM_MUSEO;COD_MES;NOM_MES;COD_TIPO;NOM_TIPO;ADU_BOLESPPAGANTES;EST_BOLESPPAGANTES;NIN_BOLESPPAGANTES;MIL_BOLESPPAGANTES;ADM_BOLESPPAGANTES;ADU_PAGANTES;EST_PAGANTES;NIN_PAGANTES;TOTAL_PAGANTES;ADU_BOLESPNOPAGANTES;EST_BOLESPNOPAGANTES;NIN_BOLESPNOPAGANTES;MIL_BOLESPNOPAGANTES;ADM_BOLESPNOPAGANTES;ADU_NOPAGANTES;EST_NOPAGANTES;NIN_NOPAGANTES;TOTAL_NOPAGANTES;TOTAL;TIPO_cat_cod
20260831;2023;14;Lambayeque;Museo de Sitio Huaca Chotuna - Chornancap;12;Diciembre;0;Nacionales;0;0;0;0;0;48;32;11;91;0;0;0;0;5;29;3;9;46;137;Museo
20260831;2023;14;Lambayeque;Museo de Sitio Huaca Chotuna - Chornancap;12;Diciembre;1;Extranjeros;0;0;0;0;0;8;0;0;8;0;0;0;0;0;0;0;0;0;8;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";01;Enero;0;Nacionales;0;0;0;0;32;128;14;82;256;0;0;0;0;0;0;0;0;0;256;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";01;Enero;1;Extranjeros;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";02;Febrero;0;Nacionales;0;0;0;0;18;88;29;44;179;0;0;0;0;6;273;15;150;444;623;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";02;Febrero;1;Extranjeros;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;5;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";03;Marzo;0;Nacionales;0;0;1;0;11;92;33;24;161;0;0;0;0;4;92;3;41;140;301;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";03;Marzo;1;Extranjeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";04;Abril;0;Nacionales;91;0;0;0;0;149;212;1257;1709;8;0;0;0;0;126;21;55;210;1919;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";04;Abril;1;Extranjeros;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";05;Mayo;0;Nacionales;0;0;0;0;92;151;222;1158;1623;0;0;0;0;47;126;40;416;629;2252;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";05;Mayo;1;Extranjeros;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;5;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";06;Junio;0;Nacionales;0;0;0;0;243;239;83;3089;3654;0;0;0;0;6;73;2;35;116;3770;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";06;Junio;1;Extranjeros;0;0;0;0;0;18;0;0;18;0;0;0;0;0;0;0;0;0;18;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";07;Julio;0;Nacionales;0;0;0;0;153;260;42;2137;2592;0;0;0;0;4;82;1;35;122;2714;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";07;Julio;1;Extranjeros;0;0;0;0;0;11;0;0;11;0;0;0;0;0;0;0;0;0;11;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";08;Agosto;0;Nacionales;0;0;0;0;130;217;83;1454;1884;2;0;0;0;18;215;1;51;287;2171;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";08;Agosto;1;Extranjeros;0;0;0;0;0;27;0;0;27;0;0;0;0;0;0;0;0;0;27;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";09;Setiembre;0;Nacionales;0;0;0;0;167;244;293;1996;2700;0;0;0;0;12;162;12;78;264;2964;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";09;Setiembre;1;Extranjeros;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;5;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";10;Octubre;0;Nacionales;0;0;0;0;85;265;202;952;1504;1;0;0;0;1;89;3;27;121;1625;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";10;Octubre;1;Extranjeros;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;5;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";11;Noviembre;0;Nacionales;0;0;1;0;88;189;71;873;1222;6;1;0;0;12;104;13;46;182;1404;Museo
20260831;2023;15;Lima;"Museo de Sitio ""Arturo Jiménez Borja"" - Puruchuco";11;Noviembre;1;Extranjeros;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;Museo
